dongCode,dongName,convenience_store,education,caf?,restaurant,health,market,avg_diff_convenience_store,avg_diff_education,avg_diff_caf?,avg_diff_restaurant,avg_diff_health,avg_diff_market,label_id
1141010900,현저동,3,14,3,60,1,2,-12,-39,-51,-2185,-10,-6,NULL
1141011000,북아현동,13,54,40,665,9,8,-2,1,-14,-1580,-2,0,002
1141011100,홍제동,25,115,73,1235,25,13,10,62,19,-1010,14,5,002
1141011200,대현동,15,34,114,800,8,1,0,-19,60,-1445,-3,-7,003
1141011300,대신동,3,10,18,107,1,3,-12,-43,-36,-2138,-10,-5,NULL
1141011400,신촌동,6,3,36,120,0,0,-9,-50,-18,-2125,-11,-8,NULL
1141011500,봉원동,0,0,0,8,0,0,-15,-53,-54,-2237,-11,-8,NULL
1141011600,창천동,26,65,139,1351,13,15,11,12,85,-894,2,7,003
1141011700,연희동,33,85,148,1137,18,13,18,32,94,-1108,7,5,003
1141011800,홍은동,31,96,73,1094,13,20,16,43,19,-1151,2,12,002
1141011900,북가좌동,29,89,63,936,13,13,14,36,9,-1309,2,5,002
1141012000,남가좌동,20,62,82,924,12,15,5,9,28,-1321,1,7,003
1144010100,아현동,13,36,37,501,8,6,-2,-17,-17,-1744,-3,-2,NULL
1144010200,공덕동,21,35,63,729,11,7,6,-18,9,-1516,0,-1,003
1144010300,신공덕동,4,26,19,206,1,3,-11,-27,-35,-2039,-10,-5,NULL
1144010400,도화동,8,47,78,896,11,7,-7,-6,24,-1349,0,-1,003
1144010500,용강동,5,17,14,281,9,2,-10,-36,-40,-1964,-2,-6,NULL
1144010600,토정동,1,3,0,16,0,1,-14,-50,-54,-2229,-11,-7,NULL
1144010700,마포동,4,4,7,203,1,2,-11,-49,-47,-2042,-10,-6,NULL
1144010800,대흥동,14,54,35,507,7,4,-1,1,-19,-1738,-4,-4,002
1144010900,염리동,10,51,43,420,3,5,-5,-2,-11,-1825,-8,-3,NULL
1144011000,노고산동,13,41,43,512,10,7,-2,-12,-11,-1733,-1,-1,NULL
1144011100,신수동,12,28,51,489,5,5,-3,-25,-3,-1756,-6,-3,NULL
1144011200,현석동,3,6,5,51,1,1,-12,-47,-49,-2194,-10,-7,NULL
1144011300,구수동,1,12,4,95,4,1,-14,-41,-50,-2150,-7,-7,NULL
1144011400,창전동,6,57,27,413,9,3,-9,4,-27,-1832,-2,-5,002
1144011500,상수동,14,21,78,608,4,3,-1,-32,24,-1637,-7,-5,003
1144011600,하중동,0,1,0,13,1,0,-15,-52,-54,-2232,-10,-8,NULL
1144011700,신정동,0,2,1,17,2,0,-15,-51,-53,-2228,-9,-8,NULL
1144011800,당인동,1,1,3,27,1,0,-14,-52,-51,-2218,-10,-8,NULL
1144012000,서교동,44,140,398,3210,33,11,29,87,344,965,22,3,004
1144012100,동교동,14,52,148,1149,11,2,-1,-1,94,-1096,0,-6,003
1144012200,합정동,18,39,134,1089,11,8,3,-14,80,-1156,0,0,003
1144012300,망원동,22,94,196,1448,17,14,7,41,142,-797,6,6,003
1144012400,연남동,20,24,239,1281,6,5,5,-29,185,-964,-5,-3,003
1144012500,성산동,42,113,105,1317,16,14,27,60,51,-928,5,6,002
1144012600,중동,5,27,9,153,2,2,-10,-26,-45,-2092,-9,-6,NULL
1144012700,상암동,36,77,150,1109,17,5,21,24,96,-1136,6,-3,003
1147010100,신정동,71,603,303,4175,74,50,56,550,249,1930,63,42,004
1147010200,목동,87,685,329,4675,89,39,72,632,275,2430,78,31,004
1147010300,신월동,75,259,157,3110,26,48,60,206,103,865,15,40,004
1150010100,염창동,29,134,70,830,24,8,14,81,16,-1415,13,0,002
1150010200,등촌동,58,168,174,2217,50,31,43,115,120,-28,39,23,003
1150010300,화곡동,142,412,344,5844,79,67,127,359,290,3599,68,59,004
1150010400,가양동,26,68,67,859,26,11,11,15,13,-1386,15,3,002
1150010500,마곡동,81,153,376,3503,80,20,66,100,322,1258,69,12,004
1150010600,내발산동,21,183,99,1108,23,8,6,130,45,-1137,12,0,002
1150010700,외발산동,4,2,4,119,0,6,-11,-51,-50,-2126,-11,-2,NULL
1150010800,공항동,19,18,54,651,8,5,4,-35,0,-1594,-3,-3,001
1150010900,방화동,39,118,159,1951,18,14,24,65,105,-294,7,6,003
1150011000,개화동,4,2,4,60,1,1,-11,-51,-50,-2185,-10,-7,NULL
1150011100,과해동,2,0,1,4,0,0,-13,-53,-53,-2241,-11,-8,NULL
1150011200,오곡동,0,0,0,12,0,0,-15,-53,-54,-2233,-11,-8,NULL
1150011300,오쇠동,0,0,2,24,0,0,-15,-53,-52,-2221,-11,-8,NULL
1153010100,신도림동,26,122,68,1082,21,10,11,69,14,-1163,10,2,002
1153010200,구로동,111,310,328,6053,80,86,96,257,274,3808,69,78,004
1153010300,가리봉동,6,22,12,482,0,12,-9,-31,-42,-1763,-11,4,006
1153010600,고척동,36,142,84,1476,19,19,21,89,30,-769,8,11,002
1153010700,개봉동,43,164,123,1870,22,32,28,111,69,-375,11,24,002
1153010800,오류동,33,114,62,1180,20,23,18,61,8,-1065,9,15,002
1153010900,궁동,10,27,15,268,4,5,-5,-26,-39,-1977,-7,-3,NULL
1153011000,온수동,14,20,19,272,1,3,-1,-33,-35,-1973,-10,-5,NULL
1153011100,천왕동,3,15,7,107,5,1,-12,-38,-47,-2138,-6,-7,NULL
1153011200,항동,11,34,13,218,5,5,-4,-19,-41,-2027,-6,-3,NULL
1154510100,가산동,77,63,255,3137,33,24,62,10,201,892,22,16,004
1154510200,독산동,72,193,167,3242,49,50,57,140,113,997,38,42,004
1154510300,시흥동,61,282,157,3336,42,65,46,229,103,1091,31,57,004
1156010100,영등포동,9,22,31,608,5,5,-6,-31,-23,-1637,-6,-3,NULL
1156010200,영등포동1가,3,6,8,84,2,0,-12,-47,-46,-2161,-9,-8,NULL
1156010300,영등포동2가,5,3,21,308,3,3,-10,-50,-33,-1937,-8,-5,NULL
1156010400,영등포동3가,15,12,21,525,0,3,0,-41,-33,-1720,-11,-5,NULL
1156010500,영등포동4가,8,12,44,508,2,3,-7,-41,-10,-1737,-9,-5,NULL
1156010600,영등포동5가,2,5,10,377,1,7,-13,-48,-44,-1868,-10,-1,NULL
1156010700,영등포동6가,3,15,9,174,1,4,-12,-38,-45,-2071,-10,-4,NULL
1156010800,영등포동7가,9,14,28,358,5,3,-6,-39,-26,-1887,-6,-5,NULL
1156010900,영등포동8가,3,16,12,199,6,1,-12,-37,-42,-2046,-5,-7,NULL
1156011000,여의도동,65,90,271,2698,59,21,50,37,217,453,48,13,004
1156011100,당산동1가,5,13,20,367,3,3,-10,-40,-34,-1878,-8,-5,NULL
1156011200,당산동2가,4,10,11,231,2,6,-11,-43,-43,-2014,-9,-2,NULL
1156011300,당산동3가,15,25,58,647,3,4,0,-28,4,-1598,-8,-4,003
1156011400,당산동4가,5,25,34,297,6,2,-10,-28,-20,-1948,-5,-6,NULL
1156011500,당산동5가,8,28,13,276,8,3,-7,-25,-41,-1969,-3,-5,NULL
1156011600,당산동6가,8,11,20,228,9,1,-7,-42,-34,-2017,-2,-7,NULL
1156011700,당산동,13,8,8,116,4,4,-2,-45,-46,-2129,-7,-4,NULL
1156011800,도림동,12,40,21,427,5,7,-3,-13,-33,-1818,-6,-1,NULL
1156011900,문래동1가,2,6,5,86,0,0,-13,-47,-49,-2159,-11,-8,NULL
1156012000,문래동2가,1,5,17,165,1,4,-14,-48,-37,-2080,-10,-4,NULL
1156012100,문래동3가,10,33,53,654,14,6,-5,-20,-1,-1591,3,-2,005
1156012200,문래동4가,3,8,6,161,1,3,-12,-45,-48,-2084,-10,-5,NULL
1156012300,문래동5가,3,6,6,88,3,0,-12,-47,-48,-2157,-8,-8,NULL
1156012400,문래동6가,3,18,14,188,4,1,-12,-35,-40,-2057,-7,-7,NULL
1156012500,양평동1가,4,9,21,264,5,1,-11,-44,-33,-1981,-6,-7,NULL
1156012600,양평동2가,9,6,19,213,3,2,-6,-47,-35,-2032,-8,-6,NULL
1156012700,양평동3가,13,27,25,322,7,0,-2,-26,-29,-1923,-4,-8,NULL
1156012800,양평동4가,10,19,45,476,6,4,-5,-34,-9,-1769,-5,-4,NULL
1156012900,양평동5가,5,15,29,232,2,4,-10,-38,-25,-2013,-9,-4,NULL
1156013000,양평동6가,4,2,6,91,1,0,-11,-51,-48,-2154,-10,-8,NULL
1156013100,양화동,1,0,1,8,0,0,-14,-53,-53,-2237,-11,-8,NULL
1156013200,신길동,56,168,121,2126,28,43,41,115,67,-119,17,35,002
1156013300,대림동,49,79,101,1484,21,17,34,26,47,-761,10,9,003
1156013400,양평동,0,0,0,1,0,0,-15,-53,-54,-2244,-11,-8,NULL
1159010100,노량진동,31,154,103,1083,15,20,16,101,49,-1162,4,12,002
1159010200,상도동,69,256,181,2436,27,29,54,203,127,191,16,21,002
1159010300,상도1동,18,26,33,328,4,2,3,-27,-21,-1917,-7,-6,001
1159010400,본동,7,20,9,186,3,3,-8,-33,-45,-2059,-8,-5,NULL
1159010500,흑석동,22,48,54,773,16,9,7,-5,0,-1472,5,1,001
1159010600,동작동,4,8,8,88,2,3,-11,-45,-46,-2157,-9,-5,NULL
1159010700,사당동,60,185,198,2639,28,25,45,132,144,394,17,17,004
1159010800,대방동,24,136,52,905,21,17,9,83,-2,-1340,10,9,002
1159010900,신대방동,31,106,109,1135,20,18,16,53,55,-1110,9,10,003
1162010100,봉천동,132,466,414,5726,99,70,117,413,360,3481,88,62,004
1162010200,신림동,171,434,399,6408,100,72,156,381,345,4163,89,64,004
1162010300,남현동,14,39,36,472,4,12,-1,-14,-18,-1773,-7,4,006
1165010100,방배동,74,453,329,4409,99,24,59,400,275,2164,88,16,004
1165010200,양재동,43,126,216,2588,45,17,28,73,162,343,34,9,004
1165010300,우면동,13,65,57,535,10,9,-2,12,3,-1710,-1,1,002
1165010400,원지동,1,0,18,107,0,0,-14,-53,-36,-2138,-11,-8,NULL
1165010600,잠원동,25,202,92,1800,26,10,10,149,38,-445,15,2,002
1165010700,반포동,57,306,221,3767,70,18,42,253,167,1522,59,10,004
1165010800,서초동,103,447,478,6481,160,31,88,394,424,4236,149,23,004
1165010900,내곡동,1,8,11,176,3,2,-14,-45,-43,-2069,-8,-6,NULL
1165011000,염곡동,3,1,5,63,1,0,-12,-52,-49,-2182,-10,-8,NULL
1165011100,신원동,0,7,13,143,1,1,-15,-46,-41,-2102,-10,-7,NULL
1168010100,역삼동,141,401,624,7765,164,41,126,348,570,5520,153,33,004
1168010300,개포동,29,197,90,1472,32,19,14,144,36,-773,21,11,002
1168010400,청담동,38,150,168,2606,64,10,23,97,114,361,53,2,004
1168010500,삼성동,48,123,306,3325,63,14,33,70,252,1080,52,6,004
1168010600,대치동,81,770,321,4520,95,29,66,717,267,2275,84,21,004
1168010700,신사동,40,241,372,4006,75,14,25,188,318,1761,64,6,004
1168010800,논현동,89,149,365,4908,98,32,74,96,311,2663,87,24,004
1168011000,압구정동,7,28,56,666,4,4,-8,-25,2,-1579,-7,-4,003
1168011100,세곡동,9,38,30,334,5,7,-6,-15,-24,-1911,-6,-1,NULL
1168011200,자곡동,17,30,22,316,3,4,2,-23,-32,-1929,-8,-4,001
1168011300,율현동,1,5,7,124,2,0,-14,-48,-47,-2121,-9,-8,NULL
1168011400,일원동,19,76,52,772,22,15,4,23,-2,-1473,11,7,002
1168011500,수서동,12,50,62,794,12,6,-3,-3,8,-1451,1,-2,003
1168011800,도곡동,32,186,130,1846,49,16,17,133,76,-399,38,8,002
1171010100,잠실동,52,255,214,3026,62,25,37,202,160,781,51,17,004
1171010200,신천동,30,70,126,1312,17,12,15,17,72,-933,6,4,003
1171010300,풍납동,16,81,46,815,10,19,1,28,-8,-1430,-1,11,002
1171010400,송파동,23,145,137,1654,33,12,8,92,83,-591,22,4,002
1171010500,석촌동,36,95,102,1460,31,7,21,42,48,-785,20,-1,003
1171010600,삼전동,20,107,73,1045,28,10,5,54,19,-1200,17,2,002
1171010700,가락동,47,179,173,2693,35,51,32,126,119,448,24,43,004
1171010800,문정동,51,165,256,3514,61,17,36,112,202,1269,50,9,004
1171010900,장지동,12,85,54,616,10,10,-3,32,0,-1629,-1,2,002
1171011100,방이동,45,197,146,2186,60,11,30,144,92,-59,49,3,002
1171011200,오금동,23,118,77,947,23,16,8,65,23,-1298,12,8,002
1171011300,거여동,21,97,49,855,24,8,6,44,-5,-1390,13,0,002
1171011400,마천동,19,65,41,927,5,20,4,12,-13,-1318,-6,12,002
1174010100,명일동,19,237,127,1556,38,16,4,184,73,-689,27,8,002
1174010200,고덕동,16,103,69,903,9,7,1,50,15,-1342,-2,-1,002
1174010300,상일동,16,95,68,652,11,9,1,42,14,-1593,0,1,002
1174010500,길동,35,142,106,1858,31,12,20,89,52,-387,20,4,002
1174010600,둔촌동,22,86,49,850,22,3,7,33,-5,-1395,11,-5,002
1174010700,암사동,41,179,132,1838,28,24,26,126,78,-407,17,16,002
1174010800,성내동,45,200,224,2924,54,22,30,147,170,679,43,14,004
1174010900,천호동,61,165,174,3046,37,41,46,112,120,801,26,33,004
1174011000,강일동,15,72,13,377,9,7,0,19,-41,-1868,-2,-1,002
